,序号,姓名,所属公司,现任基金,累计从业时间,现任基金最佳回报,现任基金资产总规模
2240,41,张凯瑜,富安达基金,"富安达富利纯债,富安达现金通货币A,富安达现金通货币B",2970,30.76,34.98
2241,42,郑磊,汇添富基金,"汇添富创新医药混合,汇添富中盘积极成长混合A,汇添富中盘积极成长混合C,汇添富医疗积极成长一年持有混合A,汇添富医疗积极成长一年持有混合C,汇添富健康生活一年持有混合A,汇添富健康生活一年持有混合C,汇添富医药保健混合A",2010,167.58,315.15
2242,43,张林,招商基金,"招商移动互联网产业股票基金,招商盛达混合A,招商盛达混合C,招商科技创新混合A,招商科技创新混合C,招商科技动力3个月股票A,招商科技动力3个月股票C",2066,68.65,33.35
2243,44,张亮,华富基金,"华富灵活配置混合,华富国泰民安灵活配置混合",2211,43.86,4.00
2244,45,张磊,招商基金,"招商丰益混合A,招商丰益混合C,招商丰凯混合A,招商丰凯混合C,招商丰德灵活配置混合A,招商丰德灵活配置混合C",1371,31.25,10.49
2245,46,张露,嘉实基金,"嘉实研究阿尔法股票,嘉实研究精选混合A",1315,101.29,29.08
2246,47,张鹿,博时基金,"博时利发纯债,博时富鑫纯债,博时汇享纯债债券A,博时汇享纯债债券C,博时中债1-3政金债指数A,博时中债1-3政金债指数C,博时中债3-5进出口行A,博时中债3-5进出口行C,博时中债5-10农发行A,博时中债5-10农发行C,博时中债3-5政金融债指数A,博时中债3-5政金融债指数C,博时富悦纯债,博时富通一年定开债发起式,博时双季鑫6个月持有混合A,博时双季鑫6个月持有混合C,博时双季鑫6个月持有混合B",976,9.35,116.54
2247,48,曾理,景顺长城基金,"景顺长城研究精选股票,景顺中证500行业中性低波动,景顺长城睿成混合A,景顺长城睿成混合C,景顺中证红利成长低波动A,景顺中证红利成长低波动C",887,28.44,27.65
2248,49,张亮,华安基金,华安国企改革主题灵活配置混合,869,215.27,6.16
2249,50,朱璘,睿远基金,"睿远成长价值混合A,睿远成长价值混合C",723,95.29,304.39
2250,1,朱律,长盛基金,"长盛电子信息主题灵活配置混合,长盛同智优势混合(LOF),长盛同德主题混合",666,65.76,23.91
2251,2,张磊,南方基金,"南方高端装备灵活配置混合C,南方高端装备灵活配置混合A",405,60.48,4.93
2252,3,张立,诺安基金,"诺安增利债券A,诺安增利债券B",301,14.88,0.53
2253,4,张磊,前海联合,"新疆前海联合新思路混合A,新疆前海联合新思路混合C,前海联合沪深300指数A,前海联合泳隆混合A,前海联合科技先锋混合A,前海联合科技先锋混合C,前海联合沪深300指数C,前海联合泳隆混合C",283,20.17,4.10
2254,5,郑玲,中邮基金,"中邮风格轮动灵活配置混合,中邮军民融合灵活配置混合",253,19.32,2.99
2255,6,邹立虎,国投瑞银基金,国投瑞银白银期货(LOF),1281,-1.44,11.15
2256,7,张丽华,人保资产,"人保转型新动力混合A,人保转型新动力混合C,人保鑫利债券A,人保鑫利债券C,人保鑫裕增强A,人保鑫裕增强C",952,88.96,6.29
2257,8,张丽娟,鹏华基金,"鹏华丰华债券,鹏华丰腾债券,鹏华丰瑞债券,鹏华中债1-3年国开行债A,鹏华中债1-3年国开行债C,鹏华中债3-5年国开债指数A,鹏华中债3-5年国开债指数C,鹏华招华一年持有期混合A,鹏华招华一年持有期混合C,鹏华丰颐债券,鹏华纯债债券",407,3.53,126.09
2258,9,张李陵,博时基金,"博时信用债纯债债券C,博时双季享持有期债券A,博时双季享持有期债券B,博时双季享持有期债券C,博时恒泽混合A,博时恒泽混合C,博时信用债纯债债券A",2499,2.55,86.29
2259,10,张琳娜,东兴证券,"东兴安盈宝A,东兴安盈宝B,东兴兴福一年定开债券,东兴兴财短债债券A,东兴兴财短债债券C,东兴兴瑞一年定开,东兴鑫远三年定开",2162,7.41,49.44
2260,11,周珞晏,国泰基金,国泰民安养老2040(FOF),573,26.00,1.32
2261,12,赵柳燕,浙商基金,"浙商日添利A,浙商日添利B,浙商惠享纯债,浙商惠利纯债债券,浙商惠南纯债债券,浙商惠裕纯债,浙商日添金货币A,浙商日添金货币B,浙商兴永三个月定开债发起式,浙商丰裕纯债债券A,浙商丰裕纯债债券C,浙商中短债债券A,浙商中短债债券C,浙商惠民纯债C,浙商惠隆39个月定开债券,浙商惠民纯债A,浙商聚盈纯债A,浙商聚盈纯债C",345,2.05,231.52
2262,13,张略钊,工银瑞信基金,"工银纯债债券A,工银纯债债券B,工银尊利中短债债券A,工银尊利中短债债券C,工银开元利率债债券A,工银开元利率债债券C,工银尊利中短债债券F,工银瑞益债券A,工银瑞益债券C,工银增强收益债券B,工银增强收益债券A",1248,14.40,63.48
2263,14,张淼,嘉实基金,嘉实先进制造股票,2221,78.00,14.94
2264,15,周鸣,兴业基金,"兴业定开债A,兴业收益增强债券A,兴业收益增强债券C,兴业稳固收益一年理财债券,兴业定开债C",4057,51.93,170.67
2265,16,张明,安信基金,"安信平稳增长混合发起C,安信新优选混合A,安信新优选混合C,安信中国制造2025混合,安信合作创新灵活配置混合,安信价值回报三年持有混合A,安信平稳双利3个月持有混合A,安信平稳双利3个月持有混合C,安信价值回报三年持有混合C,安信价值发现两年定开混合(LOF),安信平稳增长混合发起A",1413,107.99,54.72
2266,17,周谧,金信基金,"金信转型创新成长混合发起式,金信量化精选混合,金信价值精选混合A,金信价值精选混合C,金信民长混合A,金信民长混合C,金信消费升级股票A,金信消费升级股票C,金信稳健策略灵活配置混合,金信核心竞争力混合",1109,119.51,5.41
2267,18,张明,中欧基金,"中欧增强回报债券(LOF)E,中欧天禧债券,中欧信用增利债券(LOF)E,中欧弘安一年定期开放债券,中欧增强回报债券(LOF)C,中欧增强回报债券(LOF)A,中欧信用增利债券(LOF)C",225,-2.82,136.74
2268,19,周梦婕,中海基金,"中海纯债债券A,中海纯债债券C,中海合嘉增强收益债券A,中海合嘉增强收益债券C,中海增强收益债券A,中海增强收益债券C",715,22.45,0.32
2269,20,张明凯,富国基金,"富国收益增强债券A,富国收益增强债券C,富国祥利定开债发起式,富国久利稳健配置混合A,富国久利稳健配置混合C,富国颐利纯债债券,富国金融债债券型,富国德利纯债定开债,富国可转债C,富国优化增强债券A/B,富国优化增强债券C,富国可转债A,富国天丰强化债券(LOF)",2232,33.77,87.42
2270,21,赵梅玲,东吴基金,"东吴智慧医疗量化混合,东吴双动力混合C,东吴进取策略混合C,东吴配置优化混合C,东吴双动力混合A,东吴进取策略混合A,东吴配置优化混合A",1773,77.76,8.55
2271,22,张明明,凯石基金,"凯石岐短债A,凯石岐短债C",83,0.64,0.74
2272,23,朱梦娜,富国基金,"富国聚利三个月定开债,富国景利纯债债券,富国绿色纯债一年定开债,富国投资级信用债债券型A,富国投资级信用债债券型C,富国投资级信用债债券型D,富国汇远三年定开债A,富国汇远三年定开债C,富国汇优纯债63个月定开债,富国纯债债券发起A/B,富国纯债债券发起C",756,7.62,249.58
2273,24,征茂平,上投摩根基金,"上投摩根整合驱动混合,上投摩根中国世纪人民币,上投摩根中国世纪美元现钞,上投摩根中国世纪美元现汇",2796,115.69,20.21
2274,25,钟鸣远,博远基金,"博远增强回报债券A,博远增强回报债券C,博远博锐混合A,博远博锐混合C,博远双债增利混合A,博远双债增利混合C,博远鑫享三个月债券A,博远鑫享三个月债券C,博远鑫享三个月债券E,博远优享混合A,博远优享混合C",2616,4.58,10.38
2275,26,张慕禹,富国基金,"富国消费升级混合A,富国全球健康生活主题混合(QDII)人民币,富国全球健康生活主题混合(QDII)美元,富国消费升级混合C",213,17.60,10.16
2276,27,周宁,富国基金,"富国天兴回报混合A,富国天兴回报混合C",677,1.09,24.68
2277,28,赵楠,长盛基金,"长盛新兴成长混合,长盛互联网+混合,长盛同锦研究精选混合",2135,64.80,5.76
2278,29,周楠,中邮基金,"中邮信息产业灵活配置混合,中邮创新优势灵活配置混合",2123,25.47,19.84
2279,30,赵楠,新华基金,"新华丰利债券A,新华丰利债券C,新华鑫日享中短债A,新华鑫日享中短债C,新华鑫日享中短债B,新华利率债债券A,新华利率债债券C",1758,19.95,18.17
2280,31,张楠,嘉实基金,嘉实事件驱动股票,1168,115.96,24.76
2281,32,赵楠,中融基金,"中融量化精选(FOF)A,中融量化精选(FOF)C",51,-5.00,0.15
2282,33,赵楠,浦银安盛基金,"浦银安和回报定开混合A,浦银安和回报定开混合C,浦银安盛安远回报一年混合A,浦银安盛安远回报一年混合C",10,0.70,3.00
2283,34,赵楠楠,银华基金,"银华安颐中短债双月持有期债券C,银华泰利灵活配置混合A,银华汇利灵活配置混合A,银华汇利灵活配置混合C,银华泰利灵活配置混合C,银华通利混合A,银华通利混合C,银华安颐中短债双月持有期债券A,银华安盈短债债券A,银华安盈短债债券C,银华安鑫短债债券A,银华安鑫短债债券C,银华汇益一年持有期混合A,银华汇益一年持有期混合C",597,12.29,105.02
2284,35,赵年珅,富国基金,"富国民裕进取沪港深成长A,富国民裕进取沪港深成长C",199,23.31,0.48
2285,36,曾鹏,博时基金,"博时沪港深优质企业基金A,博时沪港深优质企业基金C,博时新兴消费主题混合,博时科技创新混合A,博时科技创新混合C,博时港股通领先趋势混合A,博时港股通领先趋势混合C,博时新兴成长混合,博时特许价值混合A,博时科创主题3年封闭混合",2981,118.84,146.60
2286,37,张鹏,融通基金,融通互联网传媒灵活配置混合,2028,40.97,17.01
2287,38,张沛,银河基金,"银河嘉裕债券,银河丰泰3个月定开债券,银河臻选多策略混合A,银河天盈中短债A,银河天盈中短债C,银河臻选多策略混合C,银河聚利87个月定开债券,银河银富货币A,银河银富货币B,银河钱包货币A,银河钱包货币B,银河强化债券",1140,17.67,544.09
2288,39,张朋,汇添富基金,汇添富移动互联股票,837,-3.02,69.07
2289,40,周鹏,弘毅远方基金,"弘毅远方国企转型升级混合,弘毅远方消费升级混合",869,94.00,1.95
2290,41,张萍,银华基金,"银华盛世精选灵活配置混合发起式,银华心诚灵活配置混合,银华心怡灵活配置混合,银华港股通精选股票发起式,银华品质消费股票,银华心享一年持有期混合,银华大盘两年定开混合,银华中小盘混合",863,176.25,344.65
2291,42,郑鹏,华夏基金,"华夏全球聚享A人民币,华夏全球聚享A美元现汇,华夏全球聚享A美元现钞,华夏全球聚享C人民币",765,20.52,0.58
2292,43,赵鹏程,汇添富基金,"汇添富盈鑫混合,添富添福吉祥混合,汇添富盈润混合A,汇添富盈润混合C,汇添富行业整合混合,汇添富弘安(LOF)A,汇添富弘安(LOF)C",1695,88.63,20.96
2293,44,张鹏程,九泰基金,"九泰盈丰量化灵活配置混合,九泰科盈价值混合A,九泰科盈价值混合C,九泰盈华量化混合(LOF)A,九泰盈华量化混合(LOF)C",1218,47.31,4.94
2294,45,赵鹏飞,汇添富基金,"汇添富高端制造股票,汇添富多策略定开混合,汇添富民丰回报混合A,汇添富民丰回报混合C,汇添富内需增长股票A,汇添富内需增长股票C,汇添富3年封闭竞争优势混合,汇添富稳健增益一年持有混合,汇添富稳健收益混合A,汇添富稳健收益混合C,添富悦享定开混合",1749,117.10,261.79
2295,46,张芊,广发基金,"广发聚鑫债券A,广发聚鑫债券C,广发安盈混合A,广发安盈混合C,广发鑫裕混合A,广发集丰债券A,广发集丰债券C,广发汇利一年定期开放债券,广发招享混合,广发聚荣一年持有混合A,广发聚荣一年持有混合C,广发鑫裕混合C",3016,139.48,220.28
2296,47,郑青,华泰柏瑞基金,"华泰柏瑞新利混合A,华泰柏瑞精选回报混合,华泰柏瑞新利混合C,华泰柏瑞交易货币B,华泰柏瑞天添宝货币A,华泰柏瑞享利混合A,华泰柏瑞享利混合C,华泰柏瑞天添宝货币B,华泰柏瑞鼎利灵活配置混合A,华泰柏瑞鼎利灵活配置混合C,华泰柏瑞鸿利中短债A,华泰柏瑞鸿利中短债C,华泰柏瑞鸿利中短债E,华泰柏瑞货币A,华泰柏瑞货币B,华泰柏瑞交易货币A",3184,34.84,316.56
2297,48,张琦,国寿安保基金,"国寿安保成长优选股票,国寿安保智慧生活股票,国寿安保目标策略混合发起A,国寿安保目标策略混合发起C,国寿安保健康科学混合A,国寿安保健康科学混合C,国寿安保消费新蓝海混合,国寿安保华兴灵活配置混合,国寿安保新蓝筹混合,国寿安保研究精选混合A,国寿安保研究精选混合C,国寿安保高股息混合A,国寿安保高股息混合C,国寿安保科创3年封闭混合",3789,105.60,36.04
2298,49,赵强,新华基金,"新华策略精选股票,新华行业龙头主题股票,新华优选分红混合,新华行业灵活配置混合A,新华行业灵活配置混合C",1820,132.38,34.32
2299,50,张倩,诺德基金,"诺德货币A,诺德货币B",1594,13.99,88.61
2300,1,张强,诺安基金,诺安灵活配置混合,1475,41.54,11.19
2301,2,赵强,鹏华基金,"鹏华养老2035混合(FOF),鹏华养老2045混合(FOF),鹏华长乐稳健养老混合(FOF),鹏华聚合多资产3个月持有期混合(FOF)",696,29.38,11.94
2302,3,张奇,华宝基金,"华宝标普中国A股红利机会指数C,华宝红利精选混合A,华宝红利精选混合C,华宝标普中国A股红利机会指数A,华宝标普中国A股质量价值",288,21.37,13.60
2303,4,邹强,光大保德信基金,"光大晟利债券A,光大晟利债券C",196,-3.03,1.00
2304,5,周庆,财通资管,"财通鸿运中短债债券A,财通鸿运中短债债券C,财通鸿运中短债债券E",140,1.73,4.98
2305,6,张庆昌,天弘基金,"天弘养老2035三年(FOF),天弘永裕稳健养老一年(FOF),天弘永裕平衡养老三年持有(FOF)",230,4.34,8.97
2306,7,张清华,易方达基金,"易方达裕丰回报债券,易方达丰华债券A,易方达安心回馈混合,易方达新收益混合A,易方达新收益混合C,易方达安盈回报混合,易方达裕祥回报债券,易方达丰和债券,易方达丰华债券C,易方达悦兴一年持有期混合A,易方达悦兴一年持有期混合C,易方达磐固六个月持有期混合A,易方达磐固六个月持有期混合C,易方达安心回报债券A,易方达安心回报债券B",2642,212.94,1122.72
2307,8,朱庆恒,鹏华基金,"鹏华美国房地产美元现汇,鹏华美国房地产(QDII)",2364,-7.27,1.08
2308,9,周潜玮,万家基金,"万家鑫璟纯债A,万家鑫璟纯债C,万家1-3年政金债纯债A,万家1-3年政金债纯债C,万家鑫享纯债A,万家鑫享纯债C,万家玖盛9个月定开债A,万家玖盛9个月定开债C,万家鑫悦纯债A,万家鑫悦纯债C,万家民瑞祥和6个月持有债A,万家民瑞祥和6个月持有债C,万家陆家嘴金融城金融债,万家3-5年政金债纯债A,万家3-5年政金债纯债C",1113,17.11,198.14
2309,10,周奇贤,国投瑞银基金,"国投瑞银锐意改革混合,国投瑞银开放视角精选混合A,国投瑞银开放视角精选混合C",216,13.71,17.22
